audio_path,Date,tag_number,Colony Size,Fob 1st,Fob 2nd,Fob 3rd,Queen status,Frames of Honey
audio_2021_chunk_1/26-08-2021_05h00_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/12-08-2021_21h45_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_07h15_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/19-10-2021_08h00_HIVE-3627.wav,2021-10-19,3627.0,2.0,7.0,8.0,,QNS,
audio_2021_chunk_1/25-08-2021_21h15_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_02h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/12-08-2021_02h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/14-08-2021_16h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/19-10-2021_17h00_HIVE-3627.wav,2021-10-19,3627.0,2.0,7.0,8.0,,QNS,
audio_2021_chunk_1/13-10-2021_19h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_16h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/27-10-2021_22h00_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_18h15_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/28-10-2021_18h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/13-08-2021_22h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/20-10-2021_05h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/06-10-2021_16h15_HIVE-3691.wav,,,,,,,,
audio_2021_chunk_1/14-10-2021_01h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_22h00_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/21-10-2021_13h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_23h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_12h00_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_13h15_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/14-08-2021_23h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/18-09-2021_08h15_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/24-08-2021_21h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_07h30_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/18-09-2021_22h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/28-10-2021_05h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/14-08-2021_16h30_HIVE-3691.wav,,,,,,,,
audio_2021_chunk_1/31-10-2021_10h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/25-10-2021_01h45_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/15-10-2021_11h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/17-10-2021_05h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/30-10-2021_15h45_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/14-08-2021_09h30_HIVE-3691.wav,,,,,,,,
audio_2021_chunk_1/29-10-2021_22h30_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/15-08-2021_13h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_08h15_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/23-09-2021_00h00_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_08h15_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_12h45_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/13-08-2021_21h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/14-10-2021_13h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_01h15_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/18-10-2021_19h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_06h00_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_16h15_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/28-10-2021_11h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/29-10-2021_17h30_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/24-08-2021_14h30_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/27-10-2021_01h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/20-10-2021_10h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_15h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/29-08-2021_08h15_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/21-10-2021_17h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_22h15_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_06h15_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/27-10-2021_11h45_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/28-10-2021_07h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_16h30_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/30-10-2021_08h00_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_04h30_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/13-08-2021_05h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/24-08-2021_16h00_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/18-09-2021_15h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_12h15_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_02h00_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_11h30_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_03h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/16-10-2021_15h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_21h30_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/22-09-2021_08h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/17-10-2021_00h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/18-10-2021_04h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/15-10-2021_08h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/22-10-2021_07h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/17-09-2021_19h15_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/15-08-2021_22h00_HIVE-3691.wav,,,,,,,,
audio_2021_chunk_1/15-09-2021_21h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/16-10-2021_22h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_12h15_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_18h45_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/17-10-2021_15h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/28-10-2021_16h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/29-08-2021_03h30_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_06h00_HIVE-3631.wav,,,,,,,,
audio_2021_chunk_1/31-10-2021_18h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/22-10-2021_17h30_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/24-09-2021_05h00_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/31-10-2021_05h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/16-09-2021_04h15_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_03h00_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_13h15_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_20h00_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_06h45_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_23h30_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_21h00_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/24-08-2021_19h30_HIVE-3631.wav,,,,,,,,
audio_2021_chunk_1/19-10-2021_03h15_HIVE-3692.wav,2021-10-19,3692.0,2.0,8.5,8.0,,QNS,
audio_2021_chunk_1/24-10-2021_23h00_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_10h00_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_23h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_17h15_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/20-10-2021_19h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/27-10-2021_06h45_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/22-10-2021_02h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/16-10-2021_09h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_00h30_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/14-10-2021_22h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/27-10-2021_17h15_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/19-10-2021_12h45_HIVE-3692.wav,2021-10-19,3692.0,2.0,8.5,8.0,,QNS,
audio_2021_chunk_1/26-10-2021_21h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_00h45_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/24-08-2021_18h00_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/18-10-2021_01h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/14-10-2021_16h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_08h30_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/15-10-2021_21h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/15-10-2021_03h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/14-08-2021_04h30_HIVE-3691.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_01h15_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/30-10-2021_19h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/15-08-2021_10h45_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/16-09-2021_06h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/24-09-2021_13h00_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_01h15_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/22-10-2021_14h30_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/18-10-2021_06h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_03h30_HIVE-3631.wav,,,,,,,,
audio_2021_chunk_1/28-10-2021_23h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/15-08-2021_15h30_HIVE-3691.wav,,,,,,,,
audio_2021_chunk_1/13-08-2021_02h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/25-10-2021_06h15_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/23-10-2021_05h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/17-08-2021_03h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/18-09-2021_04h15_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/14-08-2021_04h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/13-08-2021_07h15_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_19h00_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/28-08-2021_14h00_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/16-10-2021_03h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_03h30_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/17-09-2021_22h15_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/24-10-2021_16h45_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_21h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_09h15_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/15-10-2021_16h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/13-08-2021_02h45_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/18-10-2021_14h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/17-10-2021_10h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/16-08-2021_08h30_HIVE-3691.wav,,,,,,,,
audio_2021_chunk_1/22-10-2021_20h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_12h30_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_10h15_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/30-10-2021_03h15_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/16-08-2021_18h15_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/16-09-2021_21h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/21-09-2021_21h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_14h00_HIVE-3631.wav,,,,,,,,
audio_2021_chunk_1/22-10-2021_21h45_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/12-08-2021_00h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/24-10-2021_08h00_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/24-08-2021_21h00_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/31-10-2021_00h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_15h45_HIVE-3693.wav,,,,,,,,
audio_2021_chunk_1/30-10-2021_14h30_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_18h30_HIVE-3690.wav,,,,,,,,
audio_2021_chunk_1/20-10-2021_00h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/21-10-2021_03h30_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/14-08-2021_21h45_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/16-08-2021_18h30_HIVE-3691.wav,,,,,,,,
audio_2021_chunk_1/22-10-2021_11h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/24-10-2021_03h45_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_10h00_HIVE-3629.wav,,,,,,,,
audio_2021_chunk_1/29-10-2021_15h00_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_10h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/16-08-2021_06h45_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/20-10-2021_15h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/17-09-2021_06h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_05h15_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/17-10-2021_17h15_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/27-08-2021_20h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/17-08-2021_07h45_HIVE-3628.wav,,,,,,,,
audio_2021_chunk_1/15-09-2021_13h45_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/25-08-2021_18h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/30-10-2021_09h45_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/17-10-2021_19h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/20-10-2021_22h00_HIVE-3627.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_08h15_Hive-6.wav,,,,,,,,
audio_2021_chunk_1/14-10-2021_15h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/26-08-2021_14h45_HIVE-3640.wav,,,,,,,,
audio_2021_chunk_1/22-10-2021_16h45_HIVE-3692.wav,,,,,,,,
audio_2021_chunk_1/12-08-2021_18h00_HIVE-3692.wav,,,,,,,,
